species,SC_analysis,SC_source,recording_id,root_area_id,node,Subject,RegionID,FU_DCApost,FU_DCApre,Hard_OO_fraction,LogOutIn,OutputParticipation,Reciprocity,CycleParticipation,inter_out_edges,inter_in_edges,n_functional_units,anatomy_group,complete_primary_measures
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,0,MON,12,0,-0.0014152689408775,0.0111723003870702,0.4284907552284197,1.6279741836104125,0.5597784551917463,0.1857053132644291,0.9999834718028956,363016,71269,1,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,1,Cb,12,1,-0.0395306287509969,0.0129270536972042,0.2720361951601293,0.2621048646650062,0.533711737118225,0.574658556734899,0.999647324253946,413978,318527,3,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,2,MOS1,12,2,-0.0034073001819469,0.0625180885188454,0.0,-0.3547123614941922,0.5174117337206712,0.8327217758505712,0.9996754081066824,961207,1370461,3,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,3,MOS2,12,3,-0.0034160233215288,0.0302201289998284,0.0,-1.37034593544029,0.543729146966487,0.8924748753983168,0.9999795734945666,146868,578180,1,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,4,MOS3,12,4,-0.0480934080022495,0.0333297362903425,0.2869358225076327,0.2618691474438412,0.6028207286281841,0.6298503270682102,0.9997520765753972,1153582,887810,2,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,5,MOS4,12,5,-0.0400122906310144,-0.0036145971057726,0.2950883524539421,0.6394706239157965,0.60200489160809,0.4808627700390064,0.9998682851288264,531451,280378,1,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,6,MOS5,12,6,-0.0121808193150295,-0.003080223962763,0.2723005503968249,0.6409326340830407,0.4934661161772672,0.4456884761357243,0.999633150852555,812323,427932,2,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,7,IPN,12,7,-0.0063434607255648,0.0083617197001167,0.0,-4.325456283185488,0.4444444444444444,0.5555555555555556,1.0,9,755,1,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,8,IO,12,8,,,,0.0,,,,0,0,1,Hind,False
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,10,Ra,12,10,0.0148571106589047,0.073377638554021,0.0,-1.0382042445550546,0.6403703068213598,0.6304561447998225,0.999524518971693,31547,89095,1,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,11,T,12,11,-0.0676822288763302,0.0148946539045921,0.2920782334153796,0.5690675226319694,0.5427434100952006,0.4582273420201703,0.9999572728479632,655321,370946,2,Mes,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,12,aRF,12,12,-0.0298410530064971,0.054508185588012,0.0,-1.450872965498993,0.610875862209395,0.6795451064481544,0.9989278603155154,26116,111436,1,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,13,imRF,12,13,-0.0420549991584184,0.0675409255873748,0.0,-0.7195585614255303,0.5903304880835106,0.828629954457769,0.9994332080424796,100566,206516,1,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,14,pRF,12,14,-0.0506714491993348,0.0273289995435827,0.0,-1.0950380724255584,0.5989032470098805,0.8469027556365293,0.9993926971836332,52692,157514,1,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,16,Hb,12,16,0.0069572350161849,-0.0004140970572486,0.7852192650398928,-0.453186147138072,0.1352426050695867,0.5092889173606663,0.9984275813872228,17171,27016,1,Di,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,17,Hi,12,17,-0.0001728394428326,0.0023308301866066,0.0,-4.668306862932107,0.0,0.0,0.0,28,3088,1,Di,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,19,OG,12,19,,-0.000324892792735,,-5.407171771460119,,,,0,222,1,Tel,False
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,20,OB,12,20,0.0066096523541689,0.0150404056574041,0.0,-1.7298840655099674,0.0,0.5,1.0,24,140,1,Tel,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,21,OE,12,21,0.0132028483835832,,1.0,0.6931471805599453,0.0,0.0,0.0,1,0,1,Tel,False
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,22,P,12,22,-0.0046870610702378,0.0091617524032631,0.657549714572486,0.2117215384324447,0.3098596516991088,0.4791732011793488,0.9991531271563892,63764,51597,2,Tel,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,24,PT,12,24,-0.0253682045410234,0.0266090849136742,0.503537323470074,0.0544100002947589,0.6196597113010258,0.3536606142120601,0.9972831203765972,111525,105619,1,Di,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,25,PO,12,25,0.0051675293083661,0.0586920238115459,0.5205579663158595,0.7732397668621622,0.3143105946314062,0.4022312002261127,0.9978718805592964,120294,55517,1,Tel,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,26,PrT,12,26,-0.0023248022328978,0.0145330267627588,0.0,-0.8000381276173186,0.6095238089703771,0.9167050838147738,0.9991760747810222,101951,226906,1,Di,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,28,SP,12,28,-0.0243552174611643,0.0037141200925387,0.6148472811943569,1.4573329351701,0.1132113386341246,0.2059687409639471,1.0,65709,15300,1,Tel,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,29,TeO,12,29,-0.0381946698787254,0.0021607866682789,0.2026496302639649,-0.221739856211991,0.5626231766684098,0.7941036070961545,0.999963836459792,1382608,1725836,15,Mes,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,30,Th,12,30,-0.0115613970915669,0.0290412137784487,0.0,0.0028682404277127,0.6086979534831014,0.5952079631045664,0.9966243129397784,375331,374256,2,Di,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,31,TL,12,31,0.01533183681102,0.0021565532722001,0.0,-2.907542432849866,0.5515235640161279,0.1016260162601626,1.0,246,4522,1,Mes,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,32,TS,12,32,-0.010773654501088,0.0024796261397035,0.4603836530442035,0.4057430789230188,0.6501751490465326,0.2357520155685293,1.0,3597,2397,1,Mes,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,33,TG,12,33,,,,0.0,,,,0,0,1,Hind,False
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,34,VR,12,34,0.0170920802924487,-0.0003350433657273,0.6372898624554254,3.393083746887985,0.2786154141998859,0.0331125827814569,0.6892511462047886,1963,65,1,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,35,NX,12,35,0.01696302418259,0.0323717482053848,0.0,-0.8805430412394611,0.5365875247523801,0.7873796818914424,1.0,155733,375662,1,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,36,rMON,12,36,-0.0036187635991404,-0.0189681698716509,0.4270286218622905,0.8536086071837307,0.4698160892084213,0.3373605215166306,0.9993793891052266,393161,167437,2,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,37,rCb,12,37,-0.0068544329082412,0.0130848161719016,0.3493894991143342,0.2579111701237973,0.4845185739047393,0.6090946377784889,0.999885066278446,443734,342857,3,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,38,rMOS1,12,38,-0.0078647089549799,0.0472960889555714,0.2055191859255973,0.0008267095774435,0.4450714589307067,0.7333930257425816,0.9995371230958092,1086682,1085784,3,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,39,rMOS2,12,39,0.0072586607359467,0.0572719609079442,0.0,-1.0594247663511946,0.6200866174270537,0.8411465919503398,0.9998675868497852,188803,544644,1,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,40,rMOS3,12,40,-0.0467331568855884,0.0270011097088236,0.2166919059935584,0.3164116249125168,0.5368912758554074,0.6238925487508288,0.9982316517113284,1566999,1141965,3,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,41,rMOS4,12,41,-0.038167157631521,0.0171494756176557,0.2655427587838075,0.4981511486623879,0.6035342717206467,0.5416497386387942,0.9989792257733044,883643,536948,2,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,42,rMOS5,12,42,-0.0184792558792992,0.0342347317865358,0.1924865230517406,0.4941305585336573,0.5838344448479859,0.4756976486848753,0.999646112667705,957932,584435,3,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,43,rIPN,12,43,,-0.0113033521240166,,-4.532599493153256,,,,0,92,1,Hind,False
