species,recording_id,root_area_id,node,n_clusters,EdgeStdFCV,FCS,ProfileCorrDistFCV,NetTE,NeighborNetTE,te_source,anatomy_group,complete_five_measures
Zebrafish,subject_12,40,rMOS3,3,0.2975294300338618,0.261182817832271,0.3668530000520455,0.0022978466233646,0.000924798918291,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_12,41,rMOS4,2,0.2583631849600435,0.3248053179063156,0.2537533479047782,0.0079119236744478,0.0003825410811788,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_12,42,rMOS5,3,0.2992009235200499,0.23957378225245,0.452332259890805,0.0018822394385441,0.0004925585365983,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_12,43,rIPN,1,0.3419029819978765,0.0755771612817782,0.7298473738026847,-0.0015375214372446,-0.0015742116974145,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_12,44,rIO,1,0.3133707361989761,0.1350275922181061,0.6917723118381333,-0.0175958678353643,-4.114009495198999e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_12,46,rRa,1,0.3425982214231488,0.1827270881905318,0.5867775259138469,0.001965851799746,0.0007796469502857,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_12,47,rT,3,0.2953113826697685,0.2964451410586881,0.4455244919257689,-0.0063995349084143,0.0003980144398346,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_12,48,raRF,1,0.2638111505037104,0.2840661740177198,0.3346833222012122,-0.024028074827228,0.0005912703410871,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_12,49,rimRF,1,0.2385082902652942,0.3368322667901933,0.2100704939349715,0.000987535375613,0.0006268659821954,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_12,50,rpRF,1,0.2424924523021285,0.313510558958017,0.2050131102648699,0.0066639423646664,0.0002995797151736,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_12,52,rHb,1,0.3428024437915766,0.1206504218822931,0.7610974746296666,-0.0090672185161426,0.0026719551108766,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_12,53,rHi,1,0.2672453135892106,0.1492583770038184,0.6169045619759455,-0.0137217342795152,0.0010924501334015,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_12,56,rOB,1,0.3660908314822905,0.0925325028281477,0.7631657980607941,0.0019056706297713,-0.0003097425943196,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_12,57,rOE,1,0.3315356821721991,0.013315013996973,0.7121496102376754,0.0042748719555912,-0.0008739454424529,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_12,58,rP,2,0.3654928121668009,0.1035604527788359,0.6365018467050987,0.0047054411308446,-0.001743108376505,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_12,60,rPT,1,0.3251398399483228,0.2342024475977104,0.5441817185953899,-0.0058075031564227,0.0004612427227275,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_12,61,rPO,1,0.354648979103209,0.1891155134728229,0.5668319812071646,-0.0068636466151329,0.0002639028999284,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_12,62,rPrT,1,0.300802374754631,0.3359911984152258,0.4137083818770283,0.0033894630420752,0.0004886006541658,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_12,64,rSP,1,0.3662134960529059,0.1496172600041703,0.5830557736189133,-0.0003223813338591,-0.0002166284491198,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_12,65,rTeO,18,0.3282752547217701,0.1381057657789434,0.6641906480438217,0.0008062984538299,0.00018225227747,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_12,66,rTh,2,0.3339582884385303,0.2325140049889958,0.6110183863188126,-0.0018865183591263,-0.0001888774559759,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_12,67,rTL,1,0.2787174944669423,0.1243105739065594,0.7828951186603723,-0.0001639943261175,0.0027733705956857,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_12,68,rTS,1,0.2996974789101925,0.0881550015580751,0.7425286190896203,-0.0027712257897131,-0.0026116101723691,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_12,69,rTG,1,0.242008839941355,0.0090736480538754,0.8561312178057257,0.0011847627624151,,computed_from_spatial_unit_calcium,Hind,False
Zebrafish,subject_12,70,rVR,1,0.2642586530708999,0.2353846345367082,0.2971571041559399,0.0033463038589106,0.001258056135258,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_12,71,rNX,1,0.2437087494062082,0.2902111874876414,0.209337520047913,0.0159454723524688,0.0003918785693701,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,0,MON,2,0.3191251186459303,0.0730600820485346,0.5958468584840817,-0.0048726793539801,-0.0004172504978766,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,1,Cb,4,0.3111927081577565,0.2135285080246124,0.603881640888344,0.0003005145901633,-5.592834295013299e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,2,MOS1,2,0.2901162910423224,0.298599778796327,0.3973325949849274,0.0030965532679844,2.0375268890595283e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,3,MOS2,1,0.2693561570193485,0.3082831404892373,0.2705597885499816,0.0022757629630409,-2.3743815959025884e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,4,MOS3,2,0.3136491994434565,0.2884062560943791,0.4668625480232688,0.0017028945302289,0.0001284252433838,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,5,MOS4,2,0.2939300549638853,0.3027909467729655,0.3957317586739229,0.0022077528405354,-0.0001287088011208,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,6,MOS5,2,0.3124747848890322,0.222260103063966,0.5345511079649379,0.0006479034876819,-0.000110638987145,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,7,IPN,1,0.3086415579473655,0.1679591006933755,0.6640568610631286,-0.0010641996069584,-7.082066255508937e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,8,IO,1,0.2980002379606257,0.0707971214437832,0.7955096010730321,-0.0012997822672864,-0.0004621534940892,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,9,Hc,1,0.3148703855290602,0.1530337313569011,0.6561692793948055,-0.0023142303596249,0.0001671277476412,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_13,10,Ra,1,0.3036985940641766,0.2666193224544295,0.4738382831475316,-0.0018881193596779,0.0001033006181655,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,11,T,3,0.3167966567937104,0.2446113710950551,0.5274503428078714,0.0003483171193926,-0.0002012503638895,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_13,12,aRF,1,0.2984223879246006,0.2685164558862916,0.4483772700478101,-0.0007665960777589,1.3041416726010202e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,13,imRF,1,0.2742003575000176,0.3080008714242424,0.3106798537044152,0.0004442262584668,0.0001058265451125,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,14,pRF,2,0.2767210383106044,0.2757369831879038,0.3603248407511146,-0.001644377721857,0.0001604876240315,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,16,Hb,1,0.3551854001666263,0.116402952407003,0.7492557115222037,-0.0028672645878049,0.0007744262037486,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_13,17,Hi,1,0.3020338784390841,0.2541608918047321,0.5101790100858852,-0.012307784209555,0.0001659412267541,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_13,18,HR,1,0.2961415137842602,0.2451537861808008,0.5039267325661717,-0.0111180429145491,0.0001640594237397,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_13,19,OG,1,0.2438364607136016,0.085810406332595,0.8488010772210901,-0.0023249602727531,-0.0006896975989107,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_13,20,OB,1,0.3661139590853793,0.0969871378874659,0.7390574346554927,0.0042666349329211,-0.0003820679113436,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_13,21,OE,1,0.3614906097858267,0.0623456534521859,0.8068683140935227,-0.0011387568134421,0.0014257534947579,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_13,22,P,3,0.3677386914177424,0.1128125893681732,0.6929452826299296,0.0036336446322221,-2.299001598060528e-06,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_13,24,PT,1,0.3052915716024793,0.2425110840222222,0.5290750689177883,0.0018629159601558,0.0001120847916215,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_13,25,PO,1,0.3453703470214458,0.1951343619518779,0.5652763092333929,0.0012085736904663,0.000275004207399,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_13,26,PrT,1,0.3165103550778609,0.2832838529270348,0.5451446117005438,0.0042499801483051,-2.8507393097209518e-05,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_13,28,SP,2,0.3627231050599804,0.1491486220708028,0.5547819808121174,0.0034466011829822,2.129808614542816e-05,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_13,29,TeO,18,0.3229975737368755,0.1375244692394088,0.6840459210609927,0.0001831164487669,0.0003802691541554,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_13,30,Th,2,0.3123939018238326,0.2115632874686229,0.6599620734741711,-0.000311670345552,9.53430230201066e-05,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_13,31,TL,1,0.3234687877767013,0.1021804977473305,0.7664463485292174,-0.0005081422389019,0.0002837626795814,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_13,32,TS,1,0.3185673696734081,0.0965828228969964,0.7371093205644378,-0.0015292891326411,-0.0008512245825184,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_13,33,TG,1,0.244380980104204,0.0229296305385441,0.870780636399406,-0.0005076350124012,,computed_from_spatial_unit_calcium,Hind,False
Zebrafish,subject_13,34,VR,1,0.2726281662520695,0.2280899652209395,0.4535170168526128,0.0001343031751733,-1.819144617323417e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,35,NX,1,0.267538192680422,0.2897104756783634,0.2935293709861764,0.0033685105263918,8.32381979307326e-06,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,36,rMON,2,0.307914512410394,0.0956123140089003,0.5932468053340293,-0.0008596364081629,-0.000649456924414,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,37,rCb,4,0.302546438683479,0.183734048020731,0.6157697322073105,-0.0006539076530597,0.0001818270830191,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,38,rMOS1,3,0.292909662362423,0.2975544428115743,0.3514286028274744,0.0023400755638149,-7.091050454972082e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,39,rMOS2,1,0.2687704997819712,0.3132297715023621,0.2620630478803976,0.0040511188516315,-7.47015577739504e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,40,rMOS3,3,0.3212277840366067,0.2733751936848539,0.4169198293285392,0.0009559913494057,3.869782321457328e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,41,rMOS4,2,0.2899548963778321,0.3071993492957965,0.368251300268584,0.0022217070499856,-0.0001243838775857,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,42,rMOS5,3,0.3174330698568007,0.2058350212706499,0.5503415216388781,0.0008789605320127,-5.195501270508043e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,43,rIPN,1,0.3272743278158254,0.1613499887933632,0.6711375054579458,0.0002996385516121,-2.9335634188118144e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,44,rIO,1,0.3074880272877382,0.104195347174631,0.716205335969697,-0.0058576426482787,-0.0001633477418856,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,45,rHc,1,0.2918148153343604,0.1718530361489567,0.6235355836558862,-0.0097097738030974,0.0001185791315887,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_13,46,rRa,1,0.3190336233326439,0.2184342873771673,0.5198685823865041,-0.0044152393882095,-7.836595729113345e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,47,rT,3,0.3142458310918676,0.2655770967946708,0.5039104941413749,-0.0003774953286159,-0.0001578218939279,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_13,48,raRF,1,0.2768516110457426,0.2980538952339715,0.3683724485796592,-0.0070815117492916,6.059911192154183e-06,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,49,rimRF,1,0.2761558123372129,0.3060598609205374,0.2940056060157781,-0.0022336065765807,-0.0001512490720787,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,50,rpRF,2,0.3027270268044837,0.2679155235050707,0.3786143012348364,0.0012072476145579,-6.34242096832373e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,52,rHb,1,0.3539718069218756,0.1211411022856161,0.7582649973320426,0.0001153764507193,0.0011289377940308,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_13,53,rHi,1,0.3083879407417986,0.2530875993088473,0.5031199129668843,-0.0112809546079781,0.0002402720947205,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_13,54,rHR,1,0.3011801498249487,0.2255983307766465,0.5137537210588403,-0.0094752853486587,0.0002851422395384,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_13,55,rOG,1,0.223353634984858,0.0559018043377768,0.8301127913600335,-0.0017844850169334,-0.0012309933825501,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_13,56,rOB,1,0.3596601927805388,0.0625380010447885,0.7475777250724297,-0.0009142983484731,0.0015708680224208,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_13,57,rOE,1,0.3667723116894109,0.0478894967166059,0.7477473570066067,0.0009691286018957,0.0024796311963169,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_13,58,rP,3,0.3641649756030454,0.1339168807485574,0.657753349793326,0.0045515143558971,0.0001916315331691,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_13,60,rPT,1,0.3134957205541595,0.255778659323089,0.5373092184567501,0.0002680773160652,-4.023543420747524e-06,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_13,61,rPO,1,0.3485498446803723,0.2010768858865158,0.5571090182783699,-0.0009536343183835,0.0001598447286484,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_13,62,rPrT,1,0.3236893287563381,0.2819079010056782,0.4940677540881981,0.0025750070626089,-0.0001192086881436,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_13,64,rSP,2,0.3766592101733778,0.1432340288223827,0.5608473517771142,0.0028442119956764,-6.899620019772836e-05,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_13,65,rTeO,17,0.3262911150630772,0.1495779681939428,0.6814750769474031,0.0005609616256973,0.0001671694602633,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_13,66,rTh,3,0.3248063358621678,0.2128111369988086,0.6243845139697518,0.0015199631565799,-2.475989525718238e-05,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_13,67,rTL,1,0.3219382777085086,0.098594057685791,0.7703884263686157,-0.0001815623514947,0.0008975949973975,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_13,68,rTS,1,0.2886886145432187,0.0868612192179263,0.7309629354905115,-0.0024965832063538,-0.0012214190931811,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_13,69,rTG,1,0.2279615455635915,0.0148261651029005,0.8839153588548179,-0.002605502668247,,computed_from_spatial_unit_calcium,Hind,False
Zebrafish,subject_13,70,rVR,1,0.2739553937893133,0.1963732505643571,0.5223619878996308,-0.001065886253608,-0.0001188892132779,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_13,71,rNX,1,0.2649574198147182,0.2761187059952633,0.2977507137123644,0.0012567127641252,5.416726325756492e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,0,MON,2,0.3072397289574019,0.2617846048151735,0.4956820237956303,-0.0070967804306263,0.0004240023493823,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,1,Cb,4,0.3349873205554715,0.4045627895327068,0.4798447973050898,0.0108433736315063,-2.4174255749521647e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,2,MOS1,4,0.345249691275497,0.4787177507969613,0.3866004786128583,0.005874072035525,0.0002286303658148,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,3,MOS2,2,0.335815652938379,0.4842499259991891,0.3822572011182349,0.0073377612613363,0.000209359970669,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,4,MOS3,3,0.3555195206706565,0.4836473539683956,0.4125231308130573,0.0231399800640546,-7.823624255328226e-06,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,5,MOS4,2,0.3491365834036656,0.4957520928401035,0.40048163588845,0.014891521571256,8.764895531374254e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,6,MOS5,3,0.3562967984774149,0.4300105508453177,0.4678423052602053,0.0092810663465796,0.0001387165513804,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,7,IPN,1,0.3608963367480322,0.4277975207363198,0.5054041300736439,0.0101500016740723,1.500034267533055e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,8,IO,1,0.333177819584301,0.2780377999662926,0.5703831719453801,-0.0291973460059339,0.0005624573457085,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,9,Hc,1,0.338555034781307,0.4152790995579655,0.4707627851035085,-0.0248090369985306,0.0004716108399059,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_14,10,Ra,1,0.3273535778185196,0.53080490281762,0.3714629114243177,-9.376463323667644e-05,0.0001838168901434,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,11,T,3,0.353912794460051,0.4106918514843491,0.4902142380479624,-0.0091637135860127,0.0001565595105989,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_14,12,aRF,1,0.3424244789340132,0.4779309915996286,0.4090893929790033,-0.00524278543469,0.0001097930175875,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,13,imRF,1,0.3360309109838378,0.5127388236028948,0.3743944446536641,0.0006007028751683,4.8298728071651895e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,14,pRF,1,0.3393973419309654,0.4931255723424443,0.3796906979704622,0.0102411019173626,-3.464405358567709e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,16,Hb,1,0.3754253816668789,0.3042111760913181,0.6748709172207449,0.0059555042626558,5.5374536596885375e-06,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_14,17,Hi,1,0.3244246217753956,0.5178150026697379,0.3802450673932874,-0.0188321174268517,0.0002992985565805,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_14,18,HR,1,0.3160989915233241,0.5127925786965827,0.396610050009999,-0.0241944031283608,0.0001978876325074,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_14,19,OG,1,0.2420367572262563,0.1114566954860989,0.7666092329330046,-0.0109198313612507,0.0026374828278073,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_14,20,OB,1,0.4059289488483482,0.3036961008377377,0.5543213773486462,0.0058685617104736,0.0012458226856051,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_14,21,OE,1,0.3819490466602595,-0.0837664958438247,0.7419354196979773,0.0044509986782269,0.0026510879256708,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_14,22,P,2,0.3632562944466082,0.4036470383608785,0.48958240003804,0.0059496694491588,0.0002743205228682,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_14,24,PT,1,0.3186856209082449,0.532662636533165,0.3595298799692142,-0.0091601211976131,0.0001356211764511,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_14,25,PO,1,0.3400553072131047,0.469193668309161,0.4232164513778197,0.001875342394934,0.0002225993009739,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_14,26,PrT,1,0.316677447704624,0.5343769670092584,0.3885299760377348,-0.0023012065735941,0.000219191479561,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_14,28,SP,2,0.3635651754085655,0.3610943158492802,0.4653336272630676,-0.0019105704659129,0.0004726933072143,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_14,29,TeO,17,0.3442100495148447,0.3064655541987566,0.570205806180511,-0.0030377690893883,0.0004187421458316,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_14,30,Th,2,0.350151118809905,0.4837460752305355,0.408211166583525,0.0062175174036149,0.0001196195658748,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_14,31,TL,1,0.3136150166912146,0.4081940053405289,0.4232902496442409,-0.039082495367017,0.0006953575398355,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_14,32,TS,1,0.3221829960286969,0.1554843521425435,0.6987445867537025,0.0008586901747007,-0.0007982385463504,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_14,33,TG,1,0.2669414061268877,0.021827320108278,0.79747250615905,-0.0017713452754304,0.0008586901747007,computed_from_spatial_unit_calcium,Hind,True
